Isolate	Reference	Total_Allele_Kmers	Matched_Kmers	PropNorm
64.GBR_1933b_S36	HTF_p5.D5	993	1	0.00357142857142857
64.GBR_1933b_S36	HTF_p7.G11	1063	34	0.121428571428571
75.LTU_1894_S30	HTF_p21.F9	746	0	0
75.LTU_1894_S30	HTF_p23.B8	31	0	0
75.LTU_1894_S30	HTF_p25.A12	777	298	0.958199356913183
75.LTU_1894_S30	HTF_p25.C2	1167	0	0
75.LTU_1894_S30	HTF_p26.D6	15	0	0
75.LTU_1894_S30	HTF_p5.D5	993	1	0.00321543408360129
75.LTU_1894_S30	HTF_p7.G11	1063	12	0.0385852090032154
76.LTU_2009_S19	HTF_p21.F9	746	589	0.998305084745763
76.LTU_2009_S19	HTF_p23.B8	31	0	0
76.LTU_2009_S19	HTF_p25.A12	777	0	0
76.LTU_2009_S19	HTF_p25.C2	1167	0	0
76.LTU_2009_S19	HTF_p26.D6	15	0	0
76.LTU_2009_S19	HTF_p5.D5	993	1	0.00169491525423729
76.LTU_2009_S19	HTF_p7.G11	1063	0	0
86.NOR_1911_S7	HTF_p21.F9	746	0	0
86.NOR_1911_S7	HTF_p23.B8	31	2	1
86.NOR_1911_S7	HTF_p25.A12	777	0	0
86.NOR_1911_S7	HTF_p25.C2	1167	0	0
86.NOR_1911_S7	HTF_p26.D6	15	0	0
86.NOR_1911_S7	HTF_p5.D5	993	0	0
86.NOR_1911_S7	HTF_p7.G11	1063	0	0
HB0737	HTF_p21.F9	746	0	0
HB0737	HTF_p23.B8	31	31	1
HB0737	HTF_p25.A12	777	0	0
HB0737	HTF_p25.C2	1167	0	0
HB0737	HTF_p26.D6	15	0	0
HB0737	HTF_p5.D5	993	0	0
HB0737	HTF_p7.G11	1063	0	0
HB0766	HTF_p21.F9	746	273	0.968085106382979
HB0766	HTF_p23.B8	31	0	0
HB0766	HTF_p25.A12	777	0	0
HB0766	HTF_p25.C2	1167	8	0.0283687943262411
HB0766	HTF_p26.D6	15	0	0
HB0766	HTF_p5.D5	993	1	0.00354609929078014
HB0766	HTF_p7.G11	1063	0	0
HB0814	HTF_p21.F9	746	128	0.300469483568075
HB0814	HTF_p23.B8	31	0	0
HB0814	HTF_p25.A12	777	291	0.683098591549296
HB0814	HTF_p25.C2	1167	0	0
HB0814	HTF_p26.D6	15	0	0
HB0814	HTF_p5.D5	993	0	0
HB0814	HTF_p7.G11	1063	7	0.0164319248826291
HB0840	HTF_p21.F9	746	0	0
HB0840	HTF_p23.B8	31	0	0
HB0840	HTF_p25.A12	777	0	0
HB0840	HTF_p25.C2	1167	0	0
HB0840	HTF_p26.D6	15	0	0
HB0840	HTF_p5.D5	993	0	0
HB0840	HTF_p7.G11	1063	176	1
HB0841	HTF_p21.F9	746	0	0
HB0841	HTF_p23.B8	31	0	0
HB0841	HTF_p25.A12	777	71	0.422619047619048
HB0841	HTF_p25.C2	1167	0	0
HB0841	HTF_p26.D6	15	0	0
HB0841	HTF_p5.D5	993	0	0
HB0841	HTF_p7.G11	1063	97	0.577380952380952
PL0001	HTF_p21.F9	746	378	1
PL0001	HTF_p23.B8	31	0	0
PL0001	HTF_p25.A12	777	0	0
PL0001	HTF_p25.C2	1167	0	0
PL0001	HTF_p26.D6	15	0	0
PL0001	HTF_p5.D5	993	0	0
PL0001	HTF_p7.G11	1063	0	0
PL0042	HTF_p21.F9	746	0	0
PL0042	HTF_p23.B8	31	0	0
PL0042	HTF_p25.A12	777	345	0.782312925170068
PL0042	HTF_p25.C2	1167	0	0
PL0042	HTF_p26.D6	15	0	0
PL0042	HTF_p5.D5	993	66	0.149659863945578
PL0042	HTF_p7.G11	1063	30	0.0680272108843537
PL0046	HTF_p21.F9	746	218	0.844961240310077
PL0046	HTF_p23.B8	31	0	0
PL0046	HTF_p25.A12	777	31	0.12015503875969
PL0046	HTF_p25.C2	1167	8	0.0310077519379845
PL0046	HTF_p26.D6	15	0	0
PL0046	HTF_p5.D5	993	1	0.00387596899224806
PL0046	HTF_p7.G11	1063	0	0
PL0051	HTF_p21.F9	746	0	0
PL0051	HTF_p23.B8	31	0	0
PL0051	HTF_p25.A12	777	314	0.839572192513369
PL0051	HTF_p25.C2	1167	0	0
PL0051	HTF_p26.D6	15	0	0
PL0051	HTF_p5.D5	993	30	0.0802139037433155
PL0051	HTF_p7.G11	1063	30	0.0802139037433155
PL0059	HTF_p21.F9	746	0	0
PL0059	HTF_p23.B8	31	31	0.939393939393939
PL0059	HTF_p25.A12	777	0	0
PL0059	HTF_p25.C2	1167	0	0
PL0059	HTF_p26.D6	15	2	0.0606060606060606
PL0059	HTF_p5.D5	993	0	0
PL0059	HTF_p7.G11	1063	0	0
PL0068	HTF_p21.F9	746	0	0
PL0068	HTF_p23.B8	31	14	0.933333333333333
PL0068	HTF_p25.A12	777	0	0
PL0068	HTF_p25.C2	1167	0	0
PL0068	HTF_p26.D6	15	1	0.0666666666666667
PL0068	HTF_p5.D5	993	0	0
PL0068	HTF_p7.G11	1063	0	0
PL0073	HTF_p21.F9	746	0	0
PL0073	HTF_p23.B8	31	0	0
PL0073	HTF_p25.A12	777	23	0.0950413223140496
PL0073	HTF_p25.C2	1167	0	0
PL0073	HTF_p26.D6	15	0	0
PL0073	HTF_p5.D5	993	0	0
PL0073	HTF_p7.G11	1063	219	0.90495867768595
PL0080	HTF_p21.F9	746	25	0.0525210084033613
PL0080	HTF_p23.B8	31	0	0
PL0080	HTF_p25.A12	777	450	0.945378151260504
PL0080	HTF_p25.C2	1167	0	0
PL0080	HTF_p26.D6	15	0	0
PL0080	HTF_p5.D5	993	1	0.00210084033613445
PL0080	HTF_p7.G11	1063	0	0
PL0102	HTF_p21.F9	746	0	0
PL0102	HTF_p23.B8	31	0	0
PL0102	HTF_p25.A12	777	358	0.776572668112798
PL0102	HTF_p25.C2	1167	0	0
PL0102	HTF_p26.D6	15	0	0
PL0102	HTF_p5.D5	993	73	0.158351409978308
PL0102	HTF_p7.G11	1063	30	0.0650759219088937
PL0127	HTF_p21.F9	746	3	0.00556586270871985
PL0127	HTF_p23.B8	31	0	0
PL0127	HTF_p25.A12	777	27	0.0500927643784787
PL0127	HTF_p25.C2	1167	0	0
PL0127	HTF_p26.D6	15	0	0
PL0127	HTF_p5.D5	993	1	0.00185528756957328
PL0127	HTF_p7.G11	1063	508	0.942486085343228
PL0131	HTF_p21.F9	746	28	0.0565656565656566
PL0131	HTF_p23.B8	31	0	0
PL0131	HTF_p25.A12	777	22	0.0444444444444444
PL0131	HTF_p25.C2	1167	0	0
PL0131	HTF_p26.D6	15	0	0
PL0131	HTF_p5.D5	993	445	0.898989898989899
PL0131	HTF_p7.G11	1063	0	0
PL0137	HTF_p21.F9	746	0	0
PL0137	HTF_p23.B8	31	0	0
PL0137	HTF_p25.A12	777	0	0
PL0137	HTF_p25.C2	1167	0	0
PL0137	HTF_p26.D6	15	2	1
PL0137	HTF_p5.D5	993	0	0
PL0137	HTF_p7.G11	1063	0	0
PL0139	HTF_p21.F9	746	97	1
PL0139	HTF_p23.B8	31	0	0
PL0139	HTF_p25.A12	777	0	0
PL0139	HTF_p25.C2	1167	0	0
PL0139	HTF_p26.D6	15	0	0
PL0139	HTF_p5.D5	993	0	0
PL0139	HTF_p7.G11	1063	0	0
PL0185	HTF_p21.F9	746	0	0
PL0185	HTF_p23.B8	31	0	0
PL0185	HTF_p25.A12	777	250	0.943396226415094
PL0185	HTF_p25.C2	1167	0	0
PL0185	HTF_p26.D6	15	0	0
PL0185	HTF_p5.D5	993	15	0.0566037735849057
PL0185	HTF_p7.G11	1063	0	0
PL0210	HTF_p21.F9	746	0	0
PL0210	HTF_p23.B8	31	0	0
PL0210	HTF_p25.A12	777	0	0
PL0210	HTF_p25.C2	1167	0	0
PL0210	HTF_p26.D6	15	0	0
PL0210	HTF_p5.D5	993	0	0
PL0210	HTF_p7.G11	1063	496	1
PL0220	HTF_p21.F9	746	28	0.0793201133144476
PL0220	HTF_p23.B8	31	0	0
PL0220	HTF_p25.A12	777	282	0.798866855524079
PL0220	HTF_p25.C2	1167	0	0
PL0220	HTF_p26.D6	15	0	0
PL0220	HTF_p5.D5	993	43	0.121813031161473
PL0220	HTF_p7.G11	1063	0	0
PL0222	HTF_p21.F9	746	0	0
PL0222	HTF_p23.B8	31	0	0
PL0222	HTF_p25.A12	777	0	0
PL0222	HTF_p25.C2	1167	0	0
PL0222	HTF_p26.D6	15	0	0
PL0222	HTF_p5.D5	993	0	0
PL0222	HTF_p7.G11	1063	29	1
PL0224	HTF_p21.F9	746	343	0.522865853658537
PL0224	HTF_p23.B8	31	0	0
PL0224	HTF_p25.A12	777	12	0.0182926829268293
PL0224	HTF_p25.C2	1167	0	0
PL0224	HTF_p26.D6	15	0	0
PL0224	HTF_p5.D5	993	0	0
PL0224	HTF_p7.G11	1063	301	0.458841463414634
PL0230	HTF_p21.F9	746	0	0
PL0230	HTF_p23.B8	31	0	0
PL0230	HTF_p25.A12	777	31	0.171270718232044
PL0230	HTF_p25.C2	1167	0	0
PL0230	HTF_p26.D6	15	0	0
PL0230	HTF_p5.D5	993	1	0.00552486187845304
PL0230	HTF_p7.G11	1063	149	0.823204419889503
PL0235	HTF_p21.F9	746	300	0.610997963340122
PL0235	HTF_p23.B8	31	0	0
PL0235	HTF_p25.A12	777	75	0.152749490835031
PL0235	HTF_p25.C2	1167	3	0.00610997963340122
PL0235	HTF_p26.D6	15	0	0
PL0235	HTF_p5.D5	993	0	0
PL0235	HTF_p7.G11	1063	113	0.230142566191446
PL0240	HTF_p21.F9	746	564	1
PL0240	HTF_p23.B8	31	0	0
PL0240	HTF_p25.A12	777	0	0
PL0240	HTF_p25.C2	1167	0	0
PL0240	HTF_p26.D6	15	0	0
PL0240	HTF_p5.D5	993	0	0
PL0240	HTF_p7.G11	1063	0	0
