p5.C1_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p5.C1_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p5.C1_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p5.C1_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p5.C1_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p5.C1_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p5.C1_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p5.C1_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p5.C1_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p3.G9_trimHTF1383_1	WP_024649699.1	67.255	510	460	510	0.0	662
p3.G9_trimHTF1383_1	WP_024658146.1	76.943	386	460	625	0.0	583
p3.G9_trimHTF1383_1	WP_024658146.1	52.516	318	460	625	7.23e-99	300
p3.G9_trimHTF1383_1	WP_024693886.1	77.067	375	460	624	0.0	573
p3.G9_trimHTF1383_1	WP_024693886.1	53.795	303	460	624	3.50e-95	290
p3.G9_trimHTF1383_1	WP_032656593.1	76.267	375	460	624	0.0	568
p3.G9_trimHTF1383_1	WP_032656593.1	54.125	303	460	624	5.50e-96	293
p3.G9_trimHTF1383_1	WP_005768002.1	65.432	81	460	486	1.67e-27	104
p3.G9_trimHTF1383_1	WP_005896706.1	75.758	66	460	486	3.07e-27	103
p3.G9_trimHTF1383_1	WP_024639976.1	74.242	66	460	487	7.06e-27	102
p3.G9_trimHTF1383_1	WP_024674765.1	74.242	66	460	553	2.81e-26	101
p3.G9_trimHTF1383_1	WP_027901668.1	60.000	70	460	360	9.38e-21	83.2
p3.G9_trimHTF1383_1	WP_027901669.1	56.579	76	460	367	1.04e-20	83.2
p3.F12_trimHTF1803_1	WP_024658146.1	72.480	625	600	625	0.0	898
p3.F12_trimHTF1803_1	WP_032656593.1	72.508	622	600	624	0.0	885
p3.F12_trimHTF1803_1	WP_024693886.1	72.186	622	600	624	0.0	881
p3.F12_trimHTF1803_1	WP_024649699.1	66.743	436	600	510	0.0	560
p3.F12_trimHTF1803_1	WP_024649699.1	66.667	297	600	510	3.85e-136	397
p3.F12_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.38e-27	104
p3.F12_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.37e-27	104
p3.F12_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.25e-26	103
p3.F12_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	4.99e-26	101
p3.F12_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.65e-20	83.2
p3.F12_trimHTF1803_1	WP_027901669.1	56.579	76	600	367	1.78e-20	83.2
p5.C3_trimHTF1245_1	WP_024649699.1	88.293	205	414	510	1.56e-124	361
p5.C3_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p5.C3_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p5.C3_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p5.C3_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p5.C3_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p5.C3_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p5.C3_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p5.C3_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p5.C3_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p4.A6_trimHTF1803_1	WP_024658146.1	72.480	625	600	625	0.0	898
p4.A6_trimHTF1803_1	WP_032656593.1	72.508	622	600	624	0.0	885
p4.A6_trimHTF1803_1	WP_024693886.1	72.186	622	600	624	0.0	881
p4.A6_trimHTF1803_1	WP_024649699.1	66.743	436	600	510	0.0	560
p4.A6_trimHTF1803_1	WP_024649699.1	66.667	297	600	510	3.85e-136	397
p4.A6_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.38e-27	104
p4.A6_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.37e-27	104
p4.A6_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.25e-26	103
p4.A6_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	4.99e-26	101
p4.A6_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.65e-20	83.2
p4.A6_trimHTF1803_1	WP_027901669.1	56.579	76	600	367	1.78e-20	83.2
p13.F3_trimHTF1830_1	WP_024658146.1	78.240	625	609	625	0.0	971
p13.F3_trimHTF1830_1	WP_032656593.1	77.528	623	609	624	0.0	942
p13.F3_trimHTF1830_1	WP_024693886.1	77.368	623	609	624	0.0	940
p13.F3_trimHTF1830_1	WP_024649699.1	67.517	431	609	510	0.0	567
p13.F3_trimHTF1830_1	WP_024649699.1	75.945	291	609	510	2.35e-159	457
p13.F3_trimHTF1830_1	WP_024649699.1	45.714	105	609	510	2.23e-19	80.9
p13.F3_trimHTF1830_1	WP_005768002.1	65.432	81	609	486	5.69e-27	104
p13.F3_trimHTF1830_1	WP_005896706.1	75.758	66	609	486	8.88e-27	103
p13.F3_trimHTF1830_1	WP_024639976.1	74.242	66	609	487	2.17e-26	102
p13.F3_trimHTF1830_1	WP_024674765.1	74.242	66	609	553	9.29e-26	100
p13.F3_trimHTF1830_1	WP_027901669.1	48.598	107	609	367	2.02e-20	82.8
p13.F3_trimHTF1830_1	WP_027901668.1	60.000	70	609	360	2.17e-20	82.8
p23.B8_trimHTF1803_1	WP_024658146.1	73.440	625	600	625	0.0	907
p23.B8_trimHTF1803_1	WP_032656593.1	72.990	622	600	624	0.0	886
p23.B8_trimHTF1803_1	WP_024693886.1	72.508	622	600	624	0.0	880
p23.B8_trimHTF1803_1	WP_024649699.1	68.000	425	600	510	0.0	560
p23.B8_trimHTF1803_1	WP_024649699.1	65.636	291	600	510	1.26e-132	389
p23.B8_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.74e-27	104
p23.B8_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.23e-27	104
p23.B8_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.47e-26	102
p23.B8_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	5.71e-26	101
p23.B8_trimHTF1803_1	WP_027901669.1	44.800	125	600	367	1.01e-20	84.0
p23.B8_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.41e-20	83.2
p13.C1_trimHTF1245_1	WP_024649699.1	88.293	205	414	510	1.56e-124	361
p13.C1_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p13.C1_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p13.C1_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p13.C1_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p13.C1_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p13.C1_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p13.C1_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p13.C1_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p13.C1_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p3.A3_trimHTF1803_1	WP_024658146.1	72.480	625	600	625	0.0	898
p3.A3_trimHTF1803_1	WP_032656593.1	72.508	622	600	624	0.0	885
p3.A3_trimHTF1803_1	WP_024693886.1	72.186	622	600	624	0.0	881
p3.A3_trimHTF1803_1	WP_024649699.1	66.743	436	600	510	0.0	560
p3.A3_trimHTF1803_1	WP_024649699.1	66.667	297	600	510	3.85e-136	397
p3.A3_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.38e-27	104
p3.A3_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.37e-27	104
p3.A3_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.25e-26	103
p3.A3_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	4.99e-26	101
p3.A3_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.65e-20	83.2
p3.A3_trimHTF1803_1	WP_027901669.1	56.579	76	600	367	1.78e-20	83.2
p22.B5_trimHTF1245_1	WP_024649699.1	88.293	205	414	510	1.56e-124	361
p22.B5_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p22.B5_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p22.B5_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p22.B5_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p22.B5_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p22.B5_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p22.B5_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p22.B5_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p22.B5_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p21.E3_trimHTF1245_1	WP_024649699.1	88.293	205	414	510	1.56e-124	361
p21.E3_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p21.E3_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p21.E3_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p21.E3_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p21.E3_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p21.E3_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p21.E3_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p21.E3_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p21.E3_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p25.C2_trimHTF1803_1	WP_024658146.1	72.480	625	600	625	0.0	898
p25.C2_trimHTF1803_1	WP_032656593.1	72.508	622	600	624	0.0	885
p25.C2_trimHTF1803_1	WP_024693886.1	72.186	622	600	624	0.0	881
p25.C2_trimHTF1803_1	WP_024649699.1	66.743	436	600	510	0.0	560
p25.C2_trimHTF1803_1	WP_024649699.1	66.667	297	600	510	3.85e-136	397
p25.C2_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.38e-27	104
p25.C2_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.37e-27	104
p25.C2_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.25e-26	103
p25.C2_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	4.99e-26	101
p25.C2_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.65e-20	83.2
p25.C2_trimHTF1803_1	WP_027901669.1	56.579	76	600	367	1.78e-20	83.2
p25.C11_trimHTF1245_1	WP_024649699.1	88.293	205	414	510	1.56e-124	361
p25.C11_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p25.C11_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p25.C11_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p25.C11_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p25.C11_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p25.C11_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p25.C11_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p25.C11_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p25.C11_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p1.G2_trimHTF1383_1	WP_024649699.1	67.255	510	460	510	0.0	662
p1.G2_trimHTF1383_1	WP_024658146.1	76.684	386	460	625	0.0	581
p1.G2_trimHTF1383_1	WP_024658146.1	52.830	318	460	625	1.81e-99	301
p1.G2_trimHTF1383_1	WP_024693886.1	76.800	375	460	624	0.0	572
p1.G2_trimHTF1383_1	WP_024693886.1	53.795	303	460	624	3.65e-95	290
p1.G2_trimHTF1383_1	WP_032656593.1	76.000	375	460	624	0.0	568
p1.G2_trimHTF1383_1	WP_032656593.1	54.125	303	460	624	3.06e-96	293
p1.G2_trimHTF1383_1	WP_005768002.1	65.432	81	460	486	1.66e-27	104
p1.G2_trimHTF1383_1	WP_005896706.1	75.758	66	460	486	3.07e-27	103
p1.G2_trimHTF1383_1	WP_024639976.1	74.242	66	460	487	6.43e-27	102
p1.G2_trimHTF1383_1	WP_024674765.1	74.242	66	460	553	2.76e-26	101
p1.G2_trimHTF1383_1	WP_027901668.1	60.000	70	460	360	9.83e-21	83.2
p1.G2_trimHTF1383_1	WP_027901669.1	56.579	76	460	367	1.14e-20	82.8
p5.H11_trimHTF1830_1	WP_024658146.1	78.400	625	609	625	0.0	974
p5.H11_trimHTF1830_1	WP_024693886.1	78.331	623	609	624	0.0	952
p5.H11_trimHTF1830_1	WP_032656593.1	78.010	623	609	624	0.0	950
p5.H11_trimHTF1830_1	WP_024649699.1	67.517	431	609	510	0.0	566
p5.H11_trimHTF1830_1	WP_024649699.1	76.289	291	609	510	1.02e-159	458
p5.H11_trimHTF1830_1	WP_024649699.1	45.714	105	609	510	2.27e-19	80.9
p5.H11_trimHTF1830_1	WP_005768002.1	65.432	81	609	486	5.15e-27	104
p5.H11_trimHTF1830_1	WP_005896706.1	75.758	66	609	486	8.18e-27	103
p5.H11_trimHTF1830_1	WP_024639976.1	74.242	66	609	487	2.13e-26	102
p5.H11_trimHTF1830_1	WP_024674765.1	74.242	66	609	553	8.12e-26	101
p5.H11_trimHTF1830_1	WP_027901668.1	60.000	70	609	360	2.13e-20	82.8
p5.H11_trimHTF1830_1	WP_027901669.1	48.598	107	609	367	2.24e-20	82.8
p6.B9_trimHTF1803_1	WP_024658146.1	73.440	625	600	625	0.0	907
p6.B9_trimHTF1803_1	WP_032656593.1	72.990	622	600	624	0.0	886
p6.B9_trimHTF1803_1	WP_024693886.1	72.508	622	600	624	0.0	880
p6.B9_trimHTF1803_1	WP_024649699.1	68.000	425	600	510	0.0	560
p6.B9_trimHTF1803_1	WP_024649699.1	65.636	291	600	510	1.26e-132	389
p6.B9_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.74e-27	104
p6.B9_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.23e-27	104
p6.B9_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.47e-26	102
p6.B9_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	5.71e-26	101
p6.B9_trimHTF1803_1	WP_027901669.1	44.800	125	600	367	1.01e-20	84.0
p6.B9_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.41e-20	83.2
p3.F8_trimHTF1803_1	WP_024658146.1	73.280	625	600	625	0.0	905
p3.F8_trimHTF1803_1	WP_032656593.1	72.830	622	600	624	0.0	884
p3.F8_trimHTF1803_1	WP_024693886.1	72.347	622	600	624	0.0	878
p3.F8_trimHTF1803_1	WP_024649699.1	68.235	425	600	510	0.0	562
p3.F8_trimHTF1803_1	WP_024649699.1	65.292	291	600	510	4.47e-132	387
p3.F8_trimHTF1803_1	WP_005768002.1	75.758	66	600	486	3.70e-27	104
p3.F8_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.00e-27	104
p3.F8_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.37e-26	103
p3.F8_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	5.66e-26	101
p3.F8_trimHTF1803_1	WP_027901669.1	44.800	125	600	367	9.85e-21	84.0
p3.F8_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.48e-20	83.2
p23.A3_trimHTF1830_1	WP_024658146.1	78.400	625	609	625	0.0	974
p23.A3_trimHTF1830_1	WP_024693886.1	77.849	623	609	624	0.0	947
p23.A3_trimHTF1830_1	WP_032656593.1	77.528	623	609	624	0.0	944
p23.A3_trimHTF1830_1	WP_024649699.1	67.517	431	609	510	0.0	566
p23.A3_trimHTF1830_1	WP_024649699.1	75.945	291	609	510	1.85e-159	457
p23.A3_trimHTF1830_1	WP_024649699.1	45.714	105	609	510	2.29e-19	80.9
p23.A3_trimHTF1830_1	WP_005768002.1	65.432	81	609	486	5.64e-27	104
p23.A3_trimHTF1830_1	WP_005896706.1	75.758	66	609	486	9.21e-27	103
p23.A3_trimHTF1830_1	WP_024639976.1	74.242	66	609	487	2.36e-26	102
p23.A3_trimHTF1830_1	WP_024674765.1	74.242	66	609	553	9.97e-26	100
p23.A3_trimHTF1830_1	WP_027901668.1	60.000	70	609	360	2.15e-20	82.8
p23.A3_trimHTF1830_1	WP_027901669.1	48.598	107	609	367	2.18e-20	82.8
p22.D1_trimHTF1245_1	WP_024649699.1	88.293	205	414	510	1.56e-124	361
p22.D1_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p22.D1_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p22.D1_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p22.D1_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p22.D1_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p22.D1_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p22.D1_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p22.D1_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p22.D1_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p26.E7_trimHTF1803_1	WP_024658146.1	73.440	625	600	625	0.0	907
p26.E7_trimHTF1803_1	WP_032656593.1	72.990	622	600	624	0.0	886
p26.E7_trimHTF1803_1	WP_024693886.1	72.508	622	600	624	0.0	880
p26.E7_trimHTF1803_1	WP_024649699.1	68.000	425	600	510	0.0	560
p26.E7_trimHTF1803_1	WP_024649699.1	65.636	291	600	510	1.26e-132	389
p26.E7_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.74e-27	104
p26.E7_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.23e-27	104
p26.E7_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.47e-26	102
p26.E7_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	5.71e-26	101
p26.E7_trimHTF1803_1	WP_027901669.1	44.800	125	600	367	1.01e-20	84.0
p26.E7_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.41e-20	83.2
p22.D4_trimHTF1803_1	WP_024658146.1	73.440	625	600	625	0.0	907
p22.D4_trimHTF1803_1	WP_032656593.1	72.990	622	600	624	0.0	886
p22.D4_trimHTF1803_1	WP_024693886.1	72.508	622	600	624	0.0	880
p22.D4_trimHTF1803_1	WP_024649699.1	68.000	425	600	510	0.0	560
p22.D4_trimHTF1803_1	WP_024649699.1	65.636	291	600	510	1.26e-132	389
p22.D4_trimHTF1803_1	WP_005768002.1	65.432	81	600	486	3.74e-27	104
p22.D4_trimHTF1803_1	WP_005896706.1	75.758	66	600	486	5.23e-27	104
p22.D4_trimHTF1803_1	WP_024639976.1	74.242	66	600	487	1.47e-26	102
p22.D4_trimHTF1803_1	WP_024674765.1	74.242	66	600	553	5.71e-26	101
p22.D4_trimHTF1803_1	WP_027901669.1	44.800	125	600	367	1.01e-20	84.0
p22.D4_trimHTF1803_1	WP_027901668.1	60.000	70	600	360	1.41e-20	83.2
p4.E5_trimHTF1245_1	WP_024649699.1	88.293	205	414	510	1.56e-124	361
p4.E5_trimHTF1245_1	WP_024693886.1	88.780	205	414	624	6.76e-124	363
p4.E5_trimHTF1245_1	WP_032656593.1	88.293	205	414	624	2.16e-123	362
p4.E5_trimHTF1245_1	WP_024658146.1	87.805	205	414	625	1.70e-121	357
p4.E5_trimHTF1245_1	WP_005768002.1	65.432	81	414	486	6.95e-28	105
p4.E5_trimHTF1245_1	WP_005896706.1	75.758	66	414	486	1.75e-27	103
p4.E5_trimHTF1245_1	WP_024639976.1	74.242	66	414	487	3.22e-27	103
p4.E5_trimHTF1245_1	WP_024674765.1	64.198	81	414	553	7.57e-27	102
p4.E5_trimHTF1245_1	WP_027901669.1	53.488	86	414	367	4.61e-21	83.6
p4.E5_trimHTF1245_1	WP_027901668.1	60.000	70	414	360	5.05e-21	83.6
p24.H2_trimHTF1830_1	WP_024658146.1	77.920	625	609	625	0.0	968
p24.H2_trimHTF1830_1	WP_024693886.1	78.170	623	609	624	0.0	951
p24.H2_trimHTF1830_1	WP_032656593.1	77.849	623	609	624	0.0	949
p24.H2_trimHTF1830_1	WP_024649699.1	67.285	431	609	510	0.0	566
p24.H2_trimHTF1830_1	WP_024649699.1	75.258	291	609	510	2.33e-157	452
p24.H2_trimHTF1830_1	WP_024649699.1	46.667	105	609	510	8.23e-20	82.4
p24.H2_trimHTF1830_1	WP_005768002.1	65.432	81	609	486	4.79e-27	104
p24.H2_trimHTF1830_1	WP_005896706.1	75.758	66	609	486	8.33e-27	103
p24.H2_trimHTF1830_1	WP_024639976.1	74.242	66	609	487	2.02e-26	102
p24.H2_trimHTF1830_1	WP_024674765.1	74.242	66	609	553	7.70e-26	101
