# strain1	strain2	divergence	clonal fraction	SNP rate in clonal	SNP rate in recombined	SNPs in clonal	SNPs in recombined
p5_H11	p12_E2	0.01697745674597972	0.06778436126892608	0.0018919407597884673	0.018075451628338245	552.5777297963602	72604.22227020364
p5_H11	p13_D10	0.01667279622898498	0.08214471239633393	0.0021423960798417677	0.01797439142140863	758.2906735022268	71086.10932649777
p5_H11	p1_G2	0.016760969112806764	0.06820512054548379	0.00199866637891672	0.017840297477147136	587.372519283625	71627.32748071638
p5_H11	p8_C7	0.02333356150000638	0.02543338558262395	0.004424988032678087	0.023828533120532385	484.9228087406085	100061.07719125939
p5_H11	p3_A3	0.021264747204861573	0.06227759073453392	0.004094263872913133	0.022403878777821414	1098.6616581273904	90521.9383418726
p5_H11	p5_C3	0.016808304029384772	0.06890872320842908	0.001726275399588878	0.01792556995696092	512.5551726911862	71915.34482730881
p5_H11	p20_G9	0.021286558391912225	0.04441707517641814	0.003222025100162066	0.022125250763271976	616.644997498709	91098.85500250128
p5_H11	p4_E5	0.016860511657963463	0.06785655398391031	0.0017266707719917874	0.017963276049876943	504.844552514412	72148.05544748559
p5_H11	p21_F1	0.023530094217367042	0.025335809516197592	0.00431448305365613	0.024029861553986457	470.9988955787781	100916.6011044212
p5_H11	p8_E4	0.01690390199815997	0.06499786546846371	0.0018823173864349605	0.01794935469261625	527.1670828733556	72313.23291712665
p5_H11	p22_D1	0.021479610600700975	0.06272545948486677	0.004036026101443526	0.022648094825589823	1090.822666342643	91464.97733365736
p5_H11	p12_A11	0.02128609432410264	0.04446558097501735	0.0032229281105666864	0.02212568256019021	617.4914172350876	91096.0085827649
p5_H11	p12_G7	0.021160099913799406	0.041493794052246416	0.0026260304783733346	0.02196296430959353	469.50394464857675	90707.29605535143
p5_H11	p25_A12	0.017021775221795408	0.06343163294593235	0.0019363693311116228	0.018044633706338648	529.2372734371796	72818.86272656283
p5_H11	p26_E7	0.023423358621161725	0.024132174108256254	0.004398871578745499	0.02389360762400041	457.39779786442944	100468.30220213556
p5_H11	p22_D4	0.023792524563689247	0.023006388522351727	0.004097797992037863	0.02425690940399481	406.2144152587043	102113.5855847413
p5_H11	p25_C11	0.021425778734788726	0.03906822950334244	0.0031623844527058353	0.0221686215401391	532.3469038791582	91788.35309612083
p5_H11	p21_E3	0.016808304029384772	0.06895366434076897	0.0017265308751410037	0.01792633296803549	512.9653564331799	71914.93464356681
p5_H11	p24_B5	0.01669228707698769	0.08128671575797927	0.00229415243772546	0.017966261614059818	803.5227638072938	71120.3772361927
p5_H11	p21_F9	0.021287022459721815	0.04442025231646607	0.0032215197269070284	0.022125822848816205	616.59237850842	91100.90762149158
p5_H11	p20_F10	0.021285862290197844	0.04446379741437317	0.0032228414791815123	0.022125408425702726	617.4500516860867	91095.04994831391
p5_H11	p23_A3	0.023402475569730248	0.02440585769655544	0.00381653422997477	0.023892710234501527	401.3465855999623	100436.35341440004
p13_F3	p8_H7	0.022686883007345032	0.02585209197763784	0.0031463722280334777	0.023205656717916565	350.4791028877972	97403.6208971122
p13_F3	p3_F12	0.024243366440704316	0.03727319540172958	0.004512855148200109	0.025006820236668927	724.7769216413005	103733.2230783587
p13_F3	p27_F2	0.02672566515419233	0.03335092851782248	0.005847272595921235	0.02744603983340998	840.2675779336658	114315.43242206634
p13_F3	p20_D4	0.024376321868151373	0.026284621420653145	0.0023855027513243923	0.02497075680953469	270.17053580400403	104765.929464196
p13_F3	p23_B2	0.0251949374842652	0.03346090718867008	0.005707234924625306	0.02586988906884474	822.8483393737706	107738.35166062621
p13_F3	p25_D2	0.024349637969100044	0.03670017544225453	0.0045434033076858634	0.025103809273275265	718.4652480838336	104197.53475191616
p13_F3	p6_B9	0.025488924441639412	0.02869932222327866	0.0051153521077421755	0.026092849462138808	632.5625980483129	109202.23740195172
p13_F3	p4_E6	0.02668621939037732	0.017889680012934707	0.004225640387870924	0.02709632430042246	325.72526299022076	114663.97473700978
p13_F3	p22_B5	0.026685987356472526	0.017893746572303974	0.0042264336305436545	0.027096168235569526	325.8604640894748	114662.83953591055
p13_F3	ref	0.024243366440704316	0.03727319540172958	0.004512855148200109	0.025006820236668927	724.7769216413005	103733.2230783587
p13_F3	p8_B3	0.024243366440704316	0.03727319540172958	0.004512855148200109	0.025006820236668927	724.7769216413005	103733.2230783587
p13_F3	p7_G11	0.026593405828459656	0.03365212483737297	0.005857572009299295	0.027316119403061112	849.3495551052257	113738.85044489475
p13_F3	p24_H2	0.01515158194915441	0.08433151188344254	0.0016668694892706375	0.016394074805387827	605.6863965055253	64681.71360349446
p13_F3	p5_D5	0.02558777088508173	0.028056384496848136	0.00527456111598075	0.02617418824948484	637.6382623144996	109615.16173768551
p13_F3	p22_C1	0.026752117019338866	0.03273436287699294	0.005543380661444923	0.02747026922534302	781.870686289692	114489.32931371029
p13_F3	p3_F8	0.025615382919752235	0.030721229343953067	0.005444608406373125	0.02625666685932294	720.7117057820293	109659.08829421797
p13_F3	p22_A8	0.026686451424282116	0.017895547795205302	0.004226695038183221	0.02709667804062427	325.91342261075897	114664.78657738926
p13_F3	p5_C1	0.0246259903497099	0.024782037478680328	0.0027481697283228954	0.025182738147540507	293.4518805396174	105818.34811946038
p13_F3	p26_B7	0.02662380226998769	0.03177286893939026	0.005570995692129628	0.02731431591476208	762.6856760888463	113952.51432391116
p13_F3	p25_C2	0.024243366440704316	0.03727319540172958	0.004512855148200109	0.025006820236668927	724.7769216413005	103733.2230783587
p13_F3	p4_A6	0.02427376288223235	0.03683863906437756	0.004495259382451372	0.02502981256064815	713.5339962242361	103875.46600377574
p13_F3	p21_A8	0.02461369255275581	0.03611226627250074	0.00409203391311832	0.0253836056221024	636.7226575872638	105423.17734241275
p13_F3	p25_B2	0.024424816954253355	0.037127706209276044	0.00463992381211679	0.025187311074697512	742.2758045652355	104497.72419543478
p13_F3	p13_C1	0.02668621939037732	0.01794015294672448	0.004241535193405785	0.027097209374051225	327.8729227769096	114661.82707722308
p13_F3	p23_B8	0.0255571424096489	0.02887940396331249	0.005335649930850111	0.02615946992940392	663.9446713972015	109460.7553286028
p13_F3	p26_D6	0.025588699020700906	0.02813284222631843	0.005074446388031608	0.026184490822392242	615.1182540443998	109649.68174595559
p13_F3	p8_B9	0.025516768510214713	0.027004385302263467	0.005020327132891826	0.026085659164842356	584.1476708965919	109362.65232910341
p13_F3	p4_D2	0.026685987356472526	0.03205090199557725	0.005889942935551701	0.02737600853282148	813.4065765410385	114177.09342345898
p13_F3	p27_D6	0.01234559593847853	0.17277876958016444	0.001252386424230484	0.014663323722918368	932.3630722066864	52264.93692779331
p13_F3	p3_G9	0.02436936085100755	0.028233051020078028	0.004031082454905902	0.024961281720143634	490.3834793048652	104516.61652069516
p13_F3	p12_E2	0.026711511085999885	0.03386855168751238	0.006121009881397592	0.02743348243723965	893.2562057639414	114201.94379423605
p13_F3	p13_D10	0.026616377185034276	0.03270367172317275	0.005802126012729777	0.02732032262708482	817.5983522470899	113868.00164775293
p13_F3	p1_G2	0.026525651928259758	0.03264148244456842	0.005830634949248668	0.027225154439479964	820.0532648486882	113478.64673515133
p13_F3	p8_C7	0.025473378170018202	0.026322367767264508	0.004906245253747526	0.026032084715023503	556.4556324087595	109214.54436759125
p13_F3	p3_A3	0.024287916950424798	0.03689144123313417	0.004503656676028931	0.0250452678671178	715.8915462643766	103933.90845373564
p13_F3	p5_C3	0.02668621939037732	0.01794015294672448	0.004241535193405785	0.027097209374051225	327.8729227769096	114661.82707722308
p13_F3	p20_G9	0.024613924586660604	0.03613466493424409	0.004092885529248649	0.02538430926088171	637.2501794340295	105423.649820566
p13_F3	p4_E5	0.026737266849432038	0.017659121598912256	0.004225466252988504	0.027142935763672965	321.5141348034717	114888.18586519654
p13_F3	p21_F1	0.025516768510214713	0.027004385302263467	0.005020327132891826	0.026085659164842356	584.1476708965919	109362.65232910341
p13_F3	p8_E4	0.026747012273433395	0.028861700438333606	0.005381376996110373	0.027383295361406126	669.2242485512576	114583.77575144875
p13_F3	p22_D1	0.024718803911627566	0.024338946557005747	0.0027387551242054596	0.02526793357386136	287.21777683176464	106224.58222316825
p13_F3	p12_A11	0.024613460518851014	0.036134942028395796	0.004092974910059938	0.025383830463154962	637.2689825420542	105421.63101745797
p13_F3	p12_G7	0.02450904526169364	0.029288761865959724	0.0032377443186075825	0.02515258066596094	408.60144581792343	105203.19855418208
p13_F3	p25_A12	0.026861869056306508	0.029334985038171533	0.005569485251451838	0.027506619642066275	703.9750467885142	115043.72495321147
p13_F3	p26_E7	0.025556446307934515	0.02887379658226503	0.005335065673216327	0.026158650111247895	663.7430679951473	109457.95693200488
p13_F3	p22_D4	0.025791728687395803	0.027537954569262477	0.005078519806500218	0.026379998712779514	602.5945031750141	110536.00549682499
p13_F3	p25_C11	0.024867305610695833	0.028344575390266375	0.00380907057851244	0.02548395794085584	465.20600426779265	106692.8939957322
p13_F3	p21_E3	0.02668621939037732	0.017894647182061574	0.004226564338102189	0.02709642313787545	325.88694310035487	114663.81305689966
p13_F3	p24_B5	0.026486902266159133	0.030852640499765844	0.005501522226188917	0.027155719118613135	731.3605771076614	113398.53942289233
p13_F3	p21_F9	0.02461438865447019	0.03610168378022437	0.004091704017776156	0.02538410654778292	636.4847528199558	105426.41524718006
p13_F3	p20_F10	0.02461322848494622	0.03613367998514191	0.004092863316461006	0.025383565985740857	637.2293510667322	105420.67064893329
p13_F3	p23_A3	0.025668750717854894	0.028228741985045293	0.0053368117260336875	0.02626032033790918	649.1271023538528	109956.37289764616
p8_H7	p3_F12	0.025428363592488134	0.023049134198072835	0.004854762157429255	0.025911561757278344	482.14638017244727	109074.35361982757
p8_H7	p27_F2	0.02735006839199344	0.023745736738363107	0.0054980369427012335	0.027879781447209064	562.5351160752753	117275.86488392473
p8_H7	p20_D4	0.025598212410797464	0.022875605126164617	0.0047490386507207105	0.026085703300153702	468.095678251501	109826.90432174849
p8_H7	p23_B2	0.02591749106379424	0.025138067876589742	0.005190214654406749	0.02645106932166484	562.1776169099884	111107.32238309002
p8_H7	p25_D2	0.025533706985264686	0.02190043215609229	0.0047399112720412475	0.025997128770255933	447.279746254822	109563.22025374518
p8_H7	p6_B9	0.026120288696584344	0.023808506404140117	0.005348823225481664	0.026626840095761932	548.714873609285	111998.18512639073
p8_H7	p4_E6	0.02728950754284216	0.022641749356522547	0.005502657365084736	0.027794078067435904	536.8324822187316	117047.56751778128
p8_H7	p22_B5	0.027289275508937366	0.02264041232073969	0.005502476085128546	0.027793814312564058	536.7830968956757	117046.61690310434
p8_H7	ref	0.025428363592488134	0.023049134198072835	0.004854762157429255	0.025911561757278344	482.14638017244727	109074.35361982757
p8_H7	p8_B3	0.025428363592488134	0.023049134198072835	0.004854762157429255	0.025911561757278344	482.14638017244727	109074.35361982757
p8_H7	p7_G11	0.027056081434619225	0.02316585498058625	0.005533590717697086	0.027566078163581788	552.3466235475573	116025.15337645245
p8_H7	p24_H2	0.022663215549056027	0.028571497632651075	0.0028583173224759925	0.02324543611605011	351.88421281188994	97298.21578718809
p8_H7	p5_D5	0.02626043717508002	0.021554964255598715	0.004927970227321286	0.026729848662093096	457.690310595532	112691.00968940447
p8_H7	p22_C1	0.0273236165268469	0.024278789929381164	0.005699349317136413	0.027861477565525365	596.2228957434261	117134.87710425658
p8_H7	p3_F8	0.026154629714493883	0.02398204487858979	0.005260061622523797	0.02666799666420036	543.5423396489887	112151.35766035099
p8_H7	p22_A8	0.027289739576746953	0.022643093671600868	0.0055028399589530765	0.027794341958118883	536.8821704184555	117048.51782958156
p8_H7	p5_C1	0.02574648207596094	0.024848919194118156	0.0050372766125968025	0.026273639202343924	539.336285610451	110394.76371438954
p8_H7	p26_B7	0.027205511269306672	0.02363158285330948	0.005519394983272379	0.027729107056502424	562.0055732942268	116655.69442670578
p8_H7	p25_C2	0.025428363592488134	0.023049134198072835	0.004854762157429255	0.025911561757278344	482.14638017244727	109074.35361982757
p8_H7	p4_A6	0.02545922410182576	0.02291666365619263	0.004834232342913869	0.02594077946153583	477.3481529397326	109212.15184706028
p8_H7	p21_A8	0.025704019871383606	0.02559827203556815	0.0048727442886224385	0.026250158393039496	537.4531433356156	110211.34685666436
p8_H7	p25_B2	0.02560795783479882	0.03517687950237451	0.00625492858071047	0.0263113763854371	948.0603906593462	109382.43960934065
p8_H7	p13_C1	0.02728950754284216	0.02265002893225681	0.005510094127054201	0.02779409456166276	537.7545763724104	117046.6454236276
p8_H7	p23_B8	0.026050678525146094	0.023480338760433955	0.0050322071095155445	0.026555266611673047	509.1188786328515	111734.68112136718
p8_H7	p26_D6	0.02621913514002666	0.02377396731560347	0.005369333617946283	0.026726862932800233	550.0198795254598	112422.88012047455
p8_H7	p8_B9	0.026273199039843702	0.021754465654469465	0.004887401747221369	0.0267482455011734	458.12373859129747	112745.5762614087
p8_H7	p4_D2	0.027285795000365452	0.022947529858510795	0.005675394271904382	0.027794004528330068	561.1620811671095	117010.6379188329
p8_H7	p27_D6	0.022931214709093293	0.022023803093277387	0.0028620697447782136	0.023383115602461643	271.5994363547391	98534.20056364525
p8_H7	p3_G9	0.02562512834375359	0.03010034062199276	0.00543860427762237	0.026250493410865477	705.367111241168	109703.53288875884
p8_H7	p12_E2	0.027294612288747633	0.025115541063535175	0.005977577927989125	0.027843002480664004	646.8805917312528	116956.81940826874
p8_H7	p13_D10	0.027146574657488952	0.022850217605893203	0.005384983301711729	0.02765463789801942	530.1893958215055	116435.51060417849
p8_H7	p1_G2	0.02717929143806493	0.020770830059635127	0.005284099226166267	0.027643640870223616	472.91289141127623	116636.88710858872
p8_H7	p8_C7	0.026119128527060373	0.018883062485610384	0.004739080072773902	0.026531423562207283	385.58738153277136	112159.91261846724
p8_H7	p3_A3	0.02547268206830382	0.022981809089889997	0.004863660665367412	0.025955224521957903	481.6192261685968	109265.6807738314
p8_H7	p5_C3	0.02728950754284216	0.02265002893225681	0.005510094127054201	0.02779409456166276	537.7545763724104	117046.6454236276
p8_H7	p20_G9	0.0257042519052884	0.025579267101915243	0.004870301650140971	0.026250043748253956	536.7849041078017	110213.01509589217
p8_H7	p4_E5	0.027340787035801672	0.022614299078544634	0.005531192202727257	0.027845268893512527	538.9620888592235	117266.43791114079
p8_H7	p21_F1	0.026273199039843702	0.021754465654469465	0.004887401747221369	0.0267482455011734	458.12373859129747	112745.5762614087
p8_H7	p8_E4	0.027218969235784735	0.021293418268717005	0.004915263861112028	0.02770441507433476	450.9709403416022	116830.92905965837
p8_H7	p22_D1	0.025837903434449843	0.024474168640870517	0.005019100439204508	0.02635967206562469	529.2857126036574	110798.81428739634
p8_H7	p12_A11	0.02570378783747881	0.02563635970356861	0.004877859151658887	0.0262506212656111	538.8178175754648	110208.98218242452
p8_H7	p12_G7	0.02571817393957605	0.029644308544406105	0.005223275749463926	0.02634425170763984	667.1763065991581	110147.12369340086
p8_H7	p25_A12	0.027334290086467435	0.02096464150013544	0.004921677512143378	0.02781436892890438	444.5871744725349	117334.01282552746
p8_H7	p26_E7	0.026049982423431713	0.023476336441000507	0.005031710029187847	0.02655447736088591	508.98181516487773	111731.81818483514
p8_H7	p22_D4	0.026421004637197588	0.02306807648307809	0.0053140972185895695	0.02691913014650484	528.1985614403052	113313.50143855969
p8_H7	p25_C11	0.02596645021770581	0.03202756279140691	0.006061445514947337	0.026625042671522207	836.4816786738335	111047.71832132616
p8_H7	p21_E3	0.02728950754284216	0.022641753070390003	0.005502658041968568	0.027794078136460267	536.8326363099369	117047.56736369008
p8_H7	p24_B5	0.02712754787729583	0.023044341390128984	0.005470006734853414	0.0276374589181106	543.1358849812648	116340.06411501874
p8_H7	p21_F9	0.02570471597309799	0.02566017995391081	0.004885249359039227	0.026251901930920644	540.1355601160178	110211.66443988396
p8_H7	p20_F10	0.02570355580357402	0.025610820461801215	0.004874519595738664	0.026249910668074822	537.9125146037727	110208.8874853962
p8_H7	p23_A3	0.026300811074514208	0.01997803294520912	0.0048772076003722135	0.02673636884369658	419.83660644396326	112900.16339355604
p3_F12	p27_F2	0.021400022971356576	0.032841429438439006	0.002445152465603761	0.022044957427481457	346.0065595700647	91867.79344042994
p3_F12	p20_D4	0.012705016457004698	0.2708674055506217	0.00039952416756108605	0.017275628730915423	466.29004036233994	54274.60995963766
p3_F12	p23_B2	0.019642598176445543	0.05192876677100391	0.0031089549760504845	0.020548875292454256	695.6307597084793	83943.1692402915
p3_F12	p25_D2	0.00011323254553955423	0.9494548595026394	5.0684260564999235e-05	0.0014999999999999998	207.34987249701192	280.6501275029881
p3_F12	p6_B9	0.02011339496927291	0.07878457623525191	0.004003494739283915	0.02149044822845959	1359.0542769276892	85302.74572307231
p3_F12	p4_E6	0.02121555601704521	0.06250936472600829	0.0036903483311186013	0.02238268187740076	993.9597138246112	90413.9402861754
p3_F12	p22_B5	0.021215323983140418	0.06257759417640026	0.003693116779988831	0.02238360999858763	995.7910973433561	90411.10890265665
p3_F12	ref	0.0	1.0	0.0	nan	0.0	nan
p3_F12	p8_B3	0.0	1.0	0.0	nan	0.0	nan
p3_F12	p7_G11	0.021219268559521918	0.06249457484825279	0.0040729549966016755	0.022361065903818766	1096.7515716211815	90328.04842837882
p3_F12	p24_H2	0.024080246605634015	0.025205016168856984	0.0034165862958653653	0.024614787449161877	371.05279816010176	103386.9472018399
p3_F12	p5_D5	0.02020087175138031	0.0747307611510659	0.003963544329842326	0.021512324931003714	1276.2608923126672	85765.33910768734
p3_F12	p22_C1	0.02150675856756189	0.06415696464207873	0.00421079053702558	0.02269072214894328	1164.0289538248169	91497.17104617518
p3_F12	p3_F8	0.020306679211966452	0.051306904682836954	0.003233800788446384	0.021229368155571107	714.9001914268188	86779.89980857317
p3_F12	p22_A8	0.021215788050950004	0.06258226465823516	0.0036933251686757625	0.022384184362086466	995.9216112003863	90412.97838879962
p3_F12	p5_C1	0.013702530213714828	0.20238170417975934	0.0005910707811545051	0.017029315827951388	515.4268943433464	58525.97310565666
p3_F12	p26_B7	0.021014382621588668	0.04209659859475788	0.002361417684668435	0.02183315472237862	428.32769260101065	90114.47230739899
p3_F12	p25_C2	0.0	1.0	0.0	nan	0.0	nan
p3_F12	p4_A6	3.132457714721275e-05	0.9896101460428848	1.9159393461312113e-05	0.0014999999999999998	81.69627059919115	53.30372940080884
p3_F12	p21_A8	0.013468408003777512	0.22729396267805416	0.0006097304187834272	0.017250355839656693	597.1481598965745	57433.95184010343
p3_F12	p25_B2	0.00018910763240724736	0.9165419690117784	8.02170365746649e-05	0.0014999999999999998	316.7928028665866	498.2071971334134
p3_F12	p13_C1	0.02121555601704521	0.06256027165398284	0.003693849788388945	0.022383463279273708	995.7130352723173	90412.1869647277
p3_F12	p23_B8	0.020076965646220225	0.04944703341469943	0.003129342232521634	0.020957755030911088	666.7294496028179	85837.57055039718
p3_F12	p26_D6	0.02021363361614399	0.07868105247598492	0.004063735874861301	0.021592160868038942	1377.6914704970125	85716.10852950298
p3_F12	p8_B9	0.020203192090428253	0.04940027671806938	0.00294533512367795	0.0211000604879264	626.9319948469082	86424.66800515309
p3_F12	p4_D2	0.02126289093362322	0.0664855697311895	0.004263249775696283	0.022472462945759643	1221.306050441336	90391.59394955866
p3_F12	p27_D6	0.02475801764153778	0.03460679599457422	0.004894500918989816	0.025469243713381152	729.837447988796	105944.06255201122
p3_F12	p3_G9	0.01477916753195977	0.1723905094376947	0.0007098812336369454	0.017709712866067602	527.2971020098695	63152.90289799012
p3_F12	p12_E2	0.021405591785071634	0.03888176471541086	0.0031269061946749945	0.022144226451892433	523.8623138309564	91705.13768616904
p3_F12	p13_D10	0.02140187924259493	0.05336795572709238	0.0036697323580192676	0.02240130910757341	843.8617360594324	91371.53826394057
p3_F12	p1_G2	0.021430187378979816	0.0609584044226073	0.004138644041030788	0.022552210023879228	1087.046199229271	91249.45380077073
p3_F12	p8_C7	0.019982295813064203	0.07282823993047291	0.003932428747080338	0.021242213772601864	1234.0052649038362	84862.59473509617
p3_F12	p3_A3	4.872712000677539e-05	0.9935071774790605	4.203117479263982e-05	0.0014999999999999998	179.9280502975103	29.871949702489694
p3_F12	p5_C3	0.02121555601704521	0.06256027165398284	0.003693849788388945	0.022383463279273708	995.7130352723173	90412.1869647277
p3_F12	p20_G9	0.013468640037682306	0.2273464138061006	0.0006133337519767194	0.017250725601577418	600.815749821042	57431.28425017896
p3_F12	p4_E5	0.021265443306575958	0.0622793981871867	0.00369899751666315	0.022430735216525065	992.6240264900763	90630.27597350994
p3_F12	p21_F1	0.020203192090428253	0.04940027671806938	0.00294533512367795	0.0211000604879264	626.9319948469082	86424.66800515309
p3_F12	p8_E4	0.021406055852881224	0.055424585761818725	0.003978202353574855	0.02242826867961105	950.0482492655956	91282.75175073442
p3_F12	p22_D1	0.013796271911251672	0.2003687659689197	0.0006499239209835987	0.017090444132479614	561.1111274863973	58884.28887251361
p3_F12	p12_A11	0.013468175969872717	0.22731100741788254	0.0006100915817609402	0.017250316309692773	597.5466765713616	57432.55332342864
p3_F12	p12_G7	0.014456408370391081	0.18334808709742226	0.0006477512728885102	0.01755429395767956	511.730137055655	61769.86986294434
p3_F12	p25_A12	0.021519752466230366	0.0551594283353004	0.004059481448776047	0.02253863190401109	964.820791373908	91757.6792086261
p3_F12	p26_E7	0.020076269544505844	0.049505573837424	0.003131447277770618	0.02095801092069454	667.9678180699606	85833.33218193003
p3_F12	p22_D4	0.02042176802874436	0.07687481347267455	0.004136086615415917	0.021777051974160723	1370.0298701939637	86619.57012980604
p3_F12	p25_C11	0.014319740400467316	0.19145913138339837	0.000928484236054987	0.017489472199523345	765.9615246655205	60930.53847533448
p3_F12	p21_E3	0.02121555601704521	0.0625799634203576	0.003693223208283959	0.022383897708714785	995.8574966986343	90412.04250330137
p3_F12	p24_B5	0.02133737381706215	0.055725844204653444	0.003708011465951028	0.022377079034625096	890.3362600303128	91045.36373996969
p3_F12	p21_F9	0.013469104105491894	0.22728578697808938	0.0006096447268559399	0.017251106023000767	597.0427600555074	57437.057239944486
p3_F12	p20_F10	0.013467943935967924	0.2272606459535103	0.0006091967245231569	0.01724919465926181	596.5380255318753	57432.561974468124
p3_F12	p23_A3	0.020169779208137895	0.049698173762817814	0.003180582867412648	0.021058354267983023	681.0883966584781	86226.8116033415
p27_F2	p20_D4	0.02168983331844449	0.04063895284929362	0.0028122278614223814	0.022487887278121267	492.4354972458642	92958.06450275413
p27_F2	p23_B2	0.02232931876005722	0.059149085634009	0.0042884804229824935	0.02346351159104376	1092.9688971715325	95119.63110282847
p27_F2	p25_D2	0.021509775008324215	0.032224923450092195	0.002493305519497238	0.02214429891726317	346.19734176464135	92340.60265823535
p27_F2	p6_B9	0.023521276928984862	0.023852898595713497	0.0036402177385376367	0.02400685323554604	374.1320034620559	100973.36799653793
p27_F2	p4_E6	0.015580612639118828	0.11257445750153362	0.0009228874792057529	0.017437785462022206	447.6565597224434	66677.54344027756
p27_F2	p22_B5	0.015580380605214035	0.11257260900722725	0.0009228613882698743	0.017437492847943107	447.6365536323776	66676.56344636763
p27_F2	ref	0.021400022971356576	0.032841429438439006	0.002445152465603761	0.022044957427481457	346.0065595700647	91867.79344042994
p27_F2	p8_B3	0.021400022971356576	0.032841429438439006	0.002445152465603761	0.022044957427481457	346.0065595700647	91867.79344042994
p27_F2	p7_G11	0.016840788776055958	0.0691959783356856	0.001929613451543884	0.01794701903209291	575.3173986510816	71979.18260134892
p27_F2	p24_H2	0.02678506583381964	0.032952681462012	0.006161639127695614	0.027488926663526734	874.8696595497768	114541.23034045023
p27_F2	p5_D5	0.02345700353735688	0.03050666733596602	0.003965141617906131	0.024070624773060847	521.2064786483043	100551.4935213517
